42241,1900,2055,,M,,J,,,DEDX,A018
59707,1100,1255,L,,I,,,,DEDX,A010
59599,900,1055,,M,,J,,,DEDX,
59935,1500,1655,,M,,J,,,DEDX,A010
78132,1700,1855,L,,I,,,,DEDU,A003
78133,1900,2055,L,,I,,,,DEDT,A023
78134,1100,1255,,,,,V,,DEDX,A019
78134,1100,1255,,,I,,,,DEDN,A001
123135,1700,1855,L,,,,V,,DEDX,
59924,700,1055,,,,,,S,DEDX,A011
59583,700,1055,,,,,,S,DEDX,A015
78135,1100,1255,,M,,J,,,DEDX,A015
78136,1900,2055,,M,,J,,,DEDX,A020
90654,700,855,,M,,J,,,DEDX,A017
46390,900,1055,,M,,J,,,DEDQ,A014
46389,1700,1855,,M,,J,,,DEDQ,A001
50313,1500,1655,L,,I,,,,DEDF,A005
49737,1500,1755,L,,,,,,DEDP,A021
76947,1700,1855,L,,,,,,DEDK,A011
76947,1700,1755,,,I,,,,DEDK,A011
49688,700,855,,M,,J,,,DEDP,A021
49690,700,955,,,,,V,,DEDP,A020
49690,800,855,,,I,,,,DEDP,A020
49689,1900,2055,L,,I,,,,DEDP,A020
77218,1300,1455,,,,,V,,DEDP,A022
77218,1400,1555,,,I,,,,DEDP,A022
131911,1300,1455,,M,,,,,DEDP,A023
131911,1300,1455,,,,J,,,DEDP,A022
131912,1700,1855,,M,,,,,DEDK,A003
131912,1700,1855,,,,J,,,DEDK,
46852,,,,,,,,,,
46851,1500,1555,,,I,,,,DEDQ,A027
46851,1500,1655,L,,,,,,DEDQ,A027
112239,900,1055,,M,,J,,,DEDV,A017
42255,1100,1255,,M,,J,,,DEDI,A001
42260,1900,2055,L,,I,,,,DEDI,A001
42249,900,1055,L,,I,,,,DEDI,A004
42252,900,1055,,M,,J,,,DEDQ,
42253,700,855,,M,,J,,,DEDE,A009
42250,1500,1655,L,,I,,,,DEDE,A009
42256,1300,1455,,M,,J,,,DEDE,A010
42245,1300,1455,L,,I,,,,DEDQ,A015
42259,1700,1855,,M,,J,,,DEDQ,A014
42254,1900,2055,,M,,J,,,DEDQ,A019
42244,1500,1655,,,I,,V,,DEDQ,A018
42258,1100,1255,L,,I,,,,DEDQ,A020
42251,700,855,L,,I,,,,DEDQ,A019
42246,700,855,L,,I,,,,DEDQ,A018
42248,1500,1655,,M,,J,,,DEDQ,A015
42243,700,855,,M,,J,,,DEDQ,A015
42242,1300,1455,,M,,J,,,DEDQ,A020
42257,1300,1455,,M,,J,,,DEDE,A013
42265,900,1055,L,,I,,,,DEDV,A019
42265,700,855,,,,,V,,DEDV,A017
42264,900,1055,L,,I,,,,DEDV,A014
42264,700,855,,,,,V,,DEDV,A018
46911,1700,1855,,M,,J,,,DEDP,A022
46906,1300,1455,,M,,J,,,DEDP,A015
46905,1100,1255,,M,,J,,,DEDQ,A029
46916,700,855,L,,I,,,,DEDQ,A028
46912,1100,1255,,M,,J,,,DEDQ,A026
42266,1100,1255,,M,,J,,,DEDV,A014
77418,1100,1255,L,,,,,,DEDV,A006
77418,1100,1255,,,I,,,,DEDV,A005
47025,1500,1655,L,,,,,,DEDV,
47025,1500,1555,,,I,,,,DEDV,
77404,,,,,,,,,,
117741,1300,1455,,,,,V,,DEDV,A018
117741,1300,1455,,,I,,,,DEDV,LC01
50110,1000,1255,,,,,V,,DEDV,A005
50109,,,,,,,,,,
42267,1100,1255,L,,,,,,DEDV,A003
42267,1100,1255,,,I,,,,DEDV,A002
42268,1100,1255,,M,,J,,,DEDX,A019
91570,1500,1655,L,,I,,,,DEDX,A017
42269,1300,1455,L,,I,,,,DEDX,A013
59564,1500,1655,L,,I,,,,DEDX,A022
59591,1300,1455,,M,,J,,,DEDU,A009
59696,1500,1655,,M,,J,,,DEDX,A017
59565,900,1055,,M,,J,,,DEDX,A012
59549,1700,1855,,M,,J,,,DEDX,A017
59648,900,1055,L,,I,,,,DEDT,A017
59686,1100,1255,,M,,J,,,DEDX,A004
59829,1900,2055,,M,,J,,,DEDX,A017
130029,700,1055,,,,,,S,,
124930,1100,1230,,,,,V,,DEDX,
58645,1300,1555,,,,,V,,DEDK,A013
103862,1100,1255,,,I,,V,,DEDT,A022
119878,1500,1655,,,I,,V,,DEDX,A012
119879,1300,1455,,M,,J,,,DEDX,A009
127481,900,1055,,M,,,,,,
127481,900,1055,,,,,V,,DEDK,A010
127482,1500,1655,L,,,,,,,
127482,1500,1655,,,,,V,,DEDK,A011
127483,1300,1455,L,,,,,,DEDV,A007
127483,1300,1455,,,I,,,,DEDV,A001
47640,700,855,,,I,,,,DEDF,A002
47640,700,855,L,,,,,,DEDF,A004
47640,900,955,L,,,,,,DEDE,LQ06
49777,1600,1755,,,I,,,,DEDV,A012
49777,1700,1855,L,,,,,,DEDV,A012
65188,700,855,L,,,,,,DEDE,A016
65188,700,755,,,I,,,,DEDE,A016
46270,1700,1855,L,,,,,,DEDP,A016
46270,1800,1855,,,I,,,,DEDP,A016
46270,1700,1855,L,,,,,,DEDP,A016
46270,1800,1855,,,I,,,,DEDP,A016
46264,700,855,,M,,,,,DEDQ,A005
46264,700,755,,,,J,,,DEDQ,A005
46264,700,855,,M,,,,,DEDQ,A005
46264,700,755,,,,J,,,DEDQ,A005
46255,700,855,L,,,,,,DEDQ,A030
46255,700,755,,,I,,,,DEDQ,A030
46255,700,855,L,,,,,,DEDQ,A030
46255,700,755,,,I,,,,DEDQ,A030
46268,1100,1255,,,,,V,,DEDP,A012
46268,1200,1255,,,I,,,,DEDP,A012
46268,1100,1255,,,,,V,,DEDP,A012
46268,1200,1255,,,I,,,,DEDP,A012
46267,1300,1455,,,,,V,,DEDQ,A002
46267,1400,1455,,,I,,,,DEDQ,A002
46267,1300,1455,,,,,V,,DEDQ,A002
46267,1400,1455,,,I,,,,DEDQ,A002
85652,1300,1455,L,,,,,,DEDQ,A002
85652,1300,1355,,,I,,,,DEDQ,A002
85652,1300,1455,L,,,,,,DEDQ,A002
85652,1300,1355,,,I,,,,DEDQ,A002
46269,1900,2055,L,,,,,,DEDQ,A004
46269,1900,1955,,,I,,,,DEDQ,A004
46269,1900,2055,L,,,,,,DEDQ,A004
46269,1900,1955,,,I,,,,DEDQ,A004
46266,1900,2055,L,,,,,,DEDQ,A005
46266,1900,1955,,,I,,,,DEDQ,A005
46266,1900,2055,L,,,,,,DEDQ,A005
46266,1900,1955,,,I,,,,DEDQ,A005
46263,1500,1655,L,,,,,,DEDP,A002
46263,1500,1555,,,I,,,,DEDP,A002
46263,1500,1655,L,,,,,,DEDP,A002
46263,1500,1555,,,I,,,,DEDP,A002
38440,1100,1355,,M,,,,,DEDK,A008
38440,900,1055,L,,,,,,DEDK,A008
57559,1700,1855,L,,,,,,DEDK,A008
57559,1400,1655,,,I,,,,DEDK,A010
117474,1900,1955,,M,,,,,DEDQ,A005
117474,1800,1955,,,,J,,,DEDQ,A005
117475,1700,1855,,,,,V,,DEDQ,A004
117475,1800,1855,,,I,,,,DEDQ,A004
117476,900,1055,L,,,,,,DEDQ,A005
117476,900,955,,,I,,,,DEDQ,A005
117477,700,855,,M,,,,,DEDQ,A004
117477,700,755,,,,J,,,DEDQ,A004
117633,1100,1255,L,,,,,,DEDE,A012
117633,1000,1155,,,,,V,,DEDF,A009
117633,1100,1255,,,I,,,,DEDF,A009
117634,1300,1455,,,,,V,,DEDK,A007
117634,1300,1455,,M,,J,,,DEDF,A008
117635,1500,1655,,M,,,,,DEDE,A003
117635,1500,1655,,,,,V,,DEDE,A004
117635,1500,1655,,,,J,,,DEDE,A012
117636,1500,1655,L,,,,,,DEDK,A007
117636,1500,1655,,,I,,,,DEDE,A003
117636,1500,1655,,,,,V,,DEDK,A003
104051,700,855,,M,,J,,,DEDE,A014
104051,800,855,,,,,V,,DEDE,A016
2984,700,900,,,I,,V,,,
2984,700,900,,,I,,V,,,
117596,1500,1655,L,,,,,,DEDE,A018
117596,1500,1755,,,I,,,,DEDE,A018
50131,,,,,,,,,,
44217,,,,,,,,,,
90159,,,,,,,,,,
62033,1300,1455,,M,,J,,,DEDZZ,
62033,1300,1455,,M,,J,,,DEDZZ,
52067,1700,1855,,M,,,,,DEDF,A004
52067,1700,1855,,,,J,,,DEDF,A004
52067,1900,1955,,,,J,,,DEDH,LQ07
60799,1500,1655,L,,I,,,,DEDT,A009
60800,900,1055,,M,,J,,,DEDX,A019
17764,1000,1355,,,,,V,,,HID1
104074,800,1055,,,,,V,,DEDE,
104074,800,1055,,,,,V,,DEDE,
49597,1100,1255,,M,,,,,DEDP,A014
49597,1100,1155,,,,J,,,DEDP,A014
49599,700,855,,M,,,,,DEDP,A015
49599,700,755,,,,J,,,DEDP,A015
49598,1700,1755,L,,,,,,DEDP,A014
49598,1700,1855,,,I,,,,DEDP,A014
49596,1700,1755,,,,J,,,DEDQ,A029
49596,1900,2055,L,,,,,,DEDP,A023
77221,1900,1955,,M,,,,,DEDQ,A031
77221,1900,2055,,,I,,,,DEDP,A023
84233,1300,1455,L,,,,,,DEDP,A015
84233,1600,1655,,,I,,,,DEDP,A013
49605,1900,2055,,M,,J,,,DEDP,A016
49604,700,855,L,,,,,,DEDP,A017
49604,700,755,,,I,,,,DEDP,A017
49604,800,855,,,,J,,,DEDP,A017
49601,1900,2055,,,I,,,,DEDP,A022
49601,1900,1955,,,,,V,,DEDP,A022
49600,1900,2055,L,,,,,,DEDP,A022
49600,2000,2055,,,,,V,,DEDP,A022
77244,1000,1255,,,,,,S,DEDP,A023
89154,1300,1455,,,I,,,,DEDP,A015
89154,1300,1355,,,,J,,,DEDP,A013
92282,1500,1655,L,,,,,,DEDV,A009
92282,1800,1955,,M,,,,,DEDV,A009
92282,1700,1755,,,,,V,,DEDV,A009
117742,1500,1655,,,,J,,,DEDV,A005
117742,1500,1655,L,,,,,,DEDV,A012
117742,1300,1455,,,,,V,,DEDV,A012
50112,1300,1555,L,,,,,,DEDV,A005
50112,1400,1455,,,I,,,,DEDV,A008
50111,,,,,,,,,,
42270,1500,1655,,M,,J,,,DEDV,A008
83835,1500,1655,,,,J,,,DEDV,A007
83835,1500,1655,,M,,,,,DEDV,A003
49778,1500,1655,L,,,,,,DEDX,A012
49778,1800,1955,,,,J,,,DEDV,A003
90307,1500,1655,L,,,,,,DEDV,A008
90307,1800,1955,,,,J,,,DEDV,A012
77401,1700,1855,,M,,,,,DEDV,A012
77401,1800,1955,L,,,,,,DEDV,A013
38445,900,1055,,,I,,,,DEDK,A013
38445,1300,1355,,M,,,,,DEDK,A010
38445,900,1055,L,,,,,,DEDK,A013
38444,1300,1455,,M,,,,,DEDK,A001
38444,1300,1555,,,,,V,,DEDE,A010
117645,1100,1255,,M,,J,,,DEDE,A001
117646,700,855,,,I,,,,DEDE,A005
117646,700,855,,,,,V,,DEDE,A011
117647,1500,1655,,M,,,,,DEDT,A007
117647,1900,2055,,,,,V,,DEDE,A012
117648,1300,1455,,M,,,,,DEDE,A011
117648,1300,1455,,,,J,,,DEDE,A008
44772,900,1055,,M,I,J,,,DEDF,A009
92134,1300,1455,,,I,,,,DEDV,A011
92134,1500,1655,,M,,,,,DEDV,A011
131904,1300,1455,,,I,,,,DEDV,A006
131904,1300,1455,,,,J,,,DEDV,A016
46940,1300,1455,L,,I,,,,DEDP,A007
46949,1300,1455,,M,,J,,,DEDP,A014
46918,1300,1455,L,,I,,,,DEDQ,A018
46944,1300,1455,,M,,J,,,DEDP,A019
46929,1500,1655,,M,,J,,,DEDQ,A031
46942,1100,1255,,,,J,,,DEDK,A002
46942,1100,1255,,M,,,,,DEDK,A003
50108,1100,1255,L,,,,,,DEDV,LC02
50108,1100,1255,,,I,,,,DEDV,LC02
38429,1300,1455,L,,I,,,,DEDK,A013
77383,1100,1255,,M,,J,,,DEDK,A013
103796,700,855,,,I,J,,,DEDE,A004
103797,1500,1655,L,,,,,,DEDE,A004
103797,1500,1655,,,I,,,,DEDK,A011
103798,1100,1255,L,,,,,,DEDF,A008
103798,1100,1255,,,I,,,,DEDE,A011
103799,1700,1855,,,,J,V,,DEDF,A008
50301,1100,1255,L,,,,,,DEDF,A004
50301,1100,1255,,,I,,,,DEDF,A004
50301,1300,1355,,,I,,,,DEDH,LQ07
50300,1500,1655,,M,,,,,DEDF,A005
50300,1500,1655,,,,J,,,DEDF,A004
50300,1700,1755,,,,J,,,DEDH,LQ07
49784,1500,1755,,M,,,,,DEDV,A005
49555,700,855,L,,I,,,,DEDX,A010
49556,1900,2055,L,,I,,,,DEDX,A011
78083,1700,1855,L,,I,,,,DEDX,A022
130030,900,1055,,M,,J,,,DEDX,
50130,800,1255,,,,J,,,DEDV,LC02
50079,1100,1255,L,M,,J,,,DEDE,A019
50082,1500,1655,L,,I,J,,,DEDE,A019
50080,,,,,,,,,,
43841,900,1055,,M,,J,,,DEDR,A003
43842,1700,1855,L,,I,,,,DEDR,A002
119909,1100,1255,,M,,J,,,DEDU,A012
61600,700,855,L,,I,,,,DEDR,A003
61448,1700,1855,,M,,J,,,DEDR,A003
119910,900,1055,,M,,J,,,DEDX,A010
49867,900,1055,L,,I,,,,DEDT,A016
49867,900,955,,,,,V,,DEDT,A016
91762,700,855,L,,I,,,,DEDX,A017
88428,1700,1855,L,,I,,,,DEDX,A004
76088,1500,1655,,M,,J,,,DEDX,A001
119887,900,1055,,,I,,V,,DEDX,A005
45433,1900,2055,L,,I,,,,DEDU,A013
45431,700,855,,M,,J,,,DEDX,A010
49587,1500,1655,L,,I,,,,DEDX,A013
7694,,,,,,,,,,
44759,1500,1655,,M,,,,,DEDQ,A005
44759,1500,1555,,,,J,,,DEDQ,A005
44760,900,1055,,,,,V,,DEDP,A014
44760,1000,1055,,,I,,,,DEDP,A003
124828,1500,1655,L,,I,,,,DEDF,A009
124831,1300,1455,L,,,,V,,DEDK,A006
124834,700,855,,M,,,,,DEDK,A003
124834,700,855,,,,J,,,DEDK,A003
92827,1900,2055,L,,,,,,DEDI,A006
92827,1900,1955,,,I,,,,DEDI,A006
117490,1100,1255,L,,,,,,DEDQ,A005
117490,1100,1155,,,I,,,,DEDQ,A005
117491,1900,2055,,M,,,,,DEDQ,A004
117491,1900,1955,,,,J,,,DEDQ,A004
117492,1700,1855,L,,,,,,DEDQ,A005
117492,1700,1755,,,I,,,,DEDQ,A005
117493,900,955,,M,,,,,DEDQ,A004
117493,800,955,,,,J,,,DEDQ,A004
133401,,,,,,,,,,
46693,700,855,L,,,,,,DEDP,LC01
46693,900,1155,L,,,,,,DEDP,LC01
46693,700,955,,,,,V,,DEDP,LC01
46695,700,955,,M,,,,,DEDP,LC01
46695,700,855,,,I,,,,DEDP,LC01
49583,700,855,,,I,,V,,DEDX,A021
43412,1100,1255,,M,,J,,,DEDM,LM1
43410,1500,1655,L,,I,,,,DEDN,LE03
44776,1300,1455,L,,I,,,,DEDU,A017
44778,1700,1855,,M,,J,,,DEDT,A009
65856,900,1055,,,I,,V,,DEDK,A011
117566,1500,1655,,M,,J,,,DEDK,A011
44833,700,855,L,,I,,,,DEDK,LROB
44832,1900,2055,L,,I,,,,DEDK,LROB
44865,700,855,,M,,J,,,DEDK,LROB
44866,1900,2055,,M,,J,,,DEDK,LROB
49727,1300,1455,,,,,V,,DEDP,A016
49727,1400,1455,,,I,,,,DEDP,A014
77251,700,855,L,,,,,,DEDP,A015
77251,1000,1055,,,,,V,,DEDP,A019
125127,1500,1655,,,I,,,,DEDP,A016
125127,1400,1455,,,,J,,,DEDP,A016
42271,1100,1255,,M,,J,,,DEDE,A014
42271,1200,1255,,,,,V,,DEDE,A014
62947,900,1055,,M,I,,,,DEDK,A008
78656,1500,1655,,,,J,,,DEDK,A008
78656,1700,1855,,,I,,,,DEDK,A008
62958,900,1055,L,,I,,,,DEDE,A013
62958,900,955,,,,,V,,DEDE,A013
104023,900,1255,,,,,,S,DEDK,A008
42272,1300,1455,L,,I,,,,DEDE,A013
42272,1300,1355,,,,,V,,DEDE,A013
78691,1300,1455,,M,,J,,,DEDE,A018
78691,1300,1355,,,,,V,,DEDE,A018
117571,1500,1655,L,,I,,,,DEDE,A013
117571,1500,1555,,,,,V,,DEDE,A018
49938,1500,1655,L,,,,,,DEDE,A011
49938,1400,1655,,,I,,,,DEDE,A011
42276,700,855,L,,I,,,,DEDE,A003
42276,700,755,,,,,V,,DEDE,A003
42274,900,1055,L,,I,,,,DEDE,A004
42274,900,955,,,,,V,,DEDE,A004
42277,1700,1855,L,,,,,,DEDE,A012
42277,1700,1755,,,,,V,,DEDE,A012
42277,1700,1855,,,I,,,,DEDE,A011
42275,1500,1655,,M,,J,,,DEDE,A005
42275,1600,1655,,,,,V,,DEDK,A005
58518,1300,1455,L,,I,,,,DEDE,A012
58518,1200,1255,,,,,V,,DEDK,A003
91564,1700,1855,,M,,,,,DEDE,A012
91564,1700,1755,,,,,V,,DEDE,A005
91564,1700,1855,,,,J,,,DEDE,A005
59601,900,1055,,M,,J,,,DEDX,A003
78088,1100,1255,,M,,J,,,DEDX,A008
78089,1300,1455,L,,I,,,,DEDX,A015
78090,1100,1255,L,,I,,,,DEDX,A020
78091,700,1055,,,,,,S,DEDX,A017
78092,1700,1855,L,,I,,,,DEDX,A003
78093,1900,2055,,M,,J,,,DEDX,A003
126115,1500,1655,,M,,J,,,DEDX,A018
49512,1900,2055,,M,,J,,,DEDX,A016
49514,1700,1855,,M,,J,,,DEDX,A003
49509,1100,1255,L,,I,,,,DEDX,A013
78072,1500,1655,,M,,J,,,DEDX,A012
72251,,,,,,,,,,
42284,900,1055,,M,,,,,DEDE,A012
42284,900,1055,,,,J,,,DEDE,A001
42283,700,855,,M,,J,,,DEDE,A003
42282,1700,1855,,M,,J,,,DEDF,A009
42281,1500,1655,,,I,,,,DEDK,A003
42281,1500,1655,L,,,,,,DEDK,A005
92811,1300,1455,L,,,,,,DEDI,A008
92811,1300,1455,,,I,,,,DEDI,A003
92685,1500,1655,,M,,J,,,DEDE,A004
42289,900,1055,,M,,,,,DEDE,A003
42287,900,1055,,,,J,,,DEDE,A004
42288,1500,1655,,,,J,,,DEDK,A003
42290,1800,1955,,,,J,,,DEDE,A004
76899,1500,1555,L,,,,,,DEDE,A006
76899,1300,1355,,,,,V,,DEDE,A003
36031,1700,1855,,,I,,,,DEDF,A009
89529,1100,1255,,,,J,,,DEDF,A008
89529,1100,1155,,,,,V,,DEDE,A003
89529,1100,1255,,M,,,,,DEDE,A004
90105,1500,1655,L,,,,,,DEDE,A008
90105,1500,1655,,,I,,,,DUCT1,LC07
90105,1500,1555,,,,,V,,DEDE,A012
86145,900,1055,L,,I,,,,DEDK,A007
86145,900,955,,,,,V,,DEDE,A011
86292,1300,1455,L,M,,,,,DEDE,A004
86292,1300,1355,,,I,,,,DEDE,A011
124865,1300,1455,,,I,,,,DEDF,A004
124865,1300,1355,,,,,V,,DEDE,A001
124865,1300,1455,L,,,,,,DEDF,A010
43849,1300,1455,,,,J,V,,DEDE,
43848,1100,1355,L,,,,,,,
89546,1000,1355,L,,,,,,,
89546,1000,1355,L,,,,,,,
104075,900,1155,,,I,,,,DEDE,
104075,900,1155,,,I,,,,DEDE,
50086,,,,,,,,,,
50088,1300,1455,,M,,J,,,,
127740,1300,1355,,M,,,,,DEDI,A003
127740,1300,1455,,,,J,,,DEDV,A008
121665,900,1030,,,,J,,,DEDM,LM2
49934,900,1055,,M,,J,,,DEDE,A007
49934,1000,1055,,,,,V,,DEDE,A006
77956,1500,1655,L,,,,,,DEDE,A001
77956,1600,1655,,,,,V,,DEDE,A005
77956,1500,1655,,,I,,,,DEDP,A023
8043,1100,1355,,,,J,,,DEDE,
8043,1100,1355,,,,J,,,DEDE,
95634,700,855,,M,,,,,DEDE,A006
95634,700,955,,,,,V,,DEDK,A005
90301,700,855,,,I,,V,,DEDE,A008
90301,900,955,,M,,,,,DEDF,A008
94041,1500,1655,,M,,,,,DEDE,A007
94041,1600,1655,,,,,V,,DEDE,A001
94041,1500,1655,,,,J,,,DEDE,A003
84579,1700,1855,,M,,,,,DEDE,A007
84579,1800,1855,,,,,V,,DEDF,A009
84579,1700,1855,,,,J,,,DEDE,A007
44211,700,855,L,,I,,,,DEDR,A004
7352,1600,1755,,M,,J,,,DEDZZ,
7352,1600,1755,,M,,J,,,DEDZZ,
59690,1900,2055,L,,I,,,,DEDR,A002
124080,1500,1655,L,,,,,,DEDU,A003
124080,1500,1655,,,I,,,,DEDV,A017
124080,1500,1655,,,,,V,,DEDV,A001
43436,1500,1655,,,,J,,,,
43436,1500,1655,,,,J,,,,
43436,1500,1755,L,,,,,,,
43436,1500,1755,L,,,,,,,
44198,1300,1455,L,,I,,,,DEDK,A008
63389,1500,1655,L,,,,V,,DEDK,A008
8258,900,1255,,,,,,S,,
104238,1100,1255,,M,,J,,,DEDF,A002
104239,1300,1455,L,,,,,,DEDV,
104239,1300,1455,,,,J,,,DEDV,A002
127737,1500,1655,L,,,,,,DEDF,A004
127737,1500,1655,,,I,,,,DEDF,A003
127735,1500,1655,L,,,,,,DEDK,A003
127735,1500,1555,,,,,V,,DEDV,A007
58533,700,855,L,,,,,,DEDE,A004
58533,900,1055,,,,,V,,DEDK,A007
58295,1100,1255,,M,,J,,,DEDE,A011
58546,1500,1655,,M,,,,,DEDF,A008
58546,1500,1655,,,,J,,,DEDE,A011
58459,1700,1855,L,,I,,,,DEDE,A005
117681,900,1055,,M,,,,,DEDK,A007
117681,900,1055,,,,J,,,DEDK,A007
76920,1100,1255,L,,I,,,,DEDK,A005
76921,700,855,,M,,,,,DEDF,A008
76921,700,855,,,,J,,,DEDE,A007
76922,1300,1455,,M,,J,,,DEDE,A001
76923,1600,1755,,,,,V,,DEDE,A003
76923,1700,1855,,M,,,,,DEDF,A007
104809,700,855,,M,,J,,,DEDR,A004
104810,1300,1455,L,,,,,,DEDR,A004
104810,1300,1455,,,I,,,,DEDT,A018
124844,1100,1255,,M,,J,,,DEDK,A006
124844,1100,1155,,,,,V,,DEDK,A006
124845,1100,1155,,,,,V,,DEDE,A001
124845,1300,1455,,,,J,,,DEDK,A005
124845,1100,1255,,,I,,,,DEDE,A001
124846,1500,1655,,M,,,,,DEDE,A012
124846,1400,1655,,,,J,,,DEDK,A007
49969,1300,1355,,,,,V,,DEDF,A007
49969,1300,1455,L,,I,,,,DEDF,A007
43850,700,855,L,,I,,,,DEDE,
38454,700,755,,M,,,,,DEDK,A009
38454,700,855,,,,J,,,DEDK,A009
104026,1700,1855,,M,,,,,DEDK,A009
